3961,14461,5,False
3964,14464,5,False
3967,14467,5,False
3968,14468,5,False
3970,14470,5,False
3975,14475,5,False
3977,14477,5,False
3978,14478,5,False
3982,14482,5,False
3986,14486,5,False
3987,14487,5,False
3988,14488,5,False
3989,14489,5,False
3994,14494,5,False
3995,-1,1,True
4000,14500,5,False
4001,14501,5,False
4003,14503,5,False
4004,14504,5,False
4005,14505,5,False
4006,14506,5,False
4010,14510,5,False
4015,14515,5,False
4016,14516,5,False
4018,14518,5,False
4019,-1,1,True
4023,14523,5,False
4026,14526,5,False
4027,14527,5,False
4029,14529,5,False
4030,14530,5,False
4032,14532,5,False
4034,14534,5,False
4038,14538,5,False
4041,14541,5,False
4047,14547,5,False
4048,14548,5,False
4049,14549,5,False
4054,-1,1,True
4058,14558,5,False
4063,14563,5,False
4066,14566,5,False
4069,14569,5,False
4075,14575,5,False
4077,14577,5,False
4081,14581,5,False
4088,14588,5,False
4091,14591,5,False
4093,14593,5,False
4098,14598,5,False
4099,14599,5,False
4100,14600,5,False
4105,14605,5,False
4107,14607,5,False
4108,14608,5,False
4109,14609,5,False
4110,14610,5,False
4115,-1,1,True
4116,14616,5,False
4118,14618,5,False
4124,14624,5,False
4126,14626,5,False
4128,14628,5,False
4130,14630,5,False
4133,14633,5,False
4135,14635,5,False
4136,14636,5,False
4137,14637,5,False
4143,14643,5,False
4144,14644,5,False
4145,14645,5,False
4146,14646,5,False
4158,14658,5,False
4159,14659,5,False
4161,14661,5,False
4162,14662,5,False
4164,14664,5,False
4165,14665,5,False
4170,14670,5,False
4173,14673,5,False
4175,14675,5,False
4178,14678,5,False
4180,14680,5,False
4187,14687,5,False
4192,14692,5,False
4197,14697,5,False
4199,14699,5,False
4201,14701,5,False
4202,14702,5,False
4204,14704,5,False
4208,14708,5,False
4210,14710,5,False
4219,14719,5,False
4220,14720,5,False
4222,14722,5,False
4224,14724,5,False
4226,14726,5,False
4229,14729,5,False
4235,14735,5,False
4236,14736,5,False
4239,14739,5,False
4242,14742,5,False
4243,-1,1,True
4245,14745,5,False
4246,14746,5,False
4249,14749,5,False
4251,14751,5,False
4252,14752,5,False
4255,14755,5,False
4256,-1,1,True
4257,14757,5,False
4259,14759,5,False
4260,14760,5,False
4262,14762,5,False
4267,14767,5,False
4269,14769,5,False
4271,14771,5,False
4272,14772,5,False
4280,14780,5,False
4283,14783,5,False
4285,14785,5,False
4288,14788,5,False
4289,14789,5,False
4292,14792,5,False
4293,14793,5,False
4295,14795,5,False
4299,-1,1,True
4300,14800,5,False
4306,14806,5,False
4308,14808,5,False
4315,14815,5,False
4316,14816,5,False
4317,14817,5,False
4318,14818,5,False
4320,14820,5,False
4322,14822,5,False
4325,14825,5,False
4329,14829,5,False
4330,14830,5,False
4331,14831,5,False
4332,14832,5,False
4334,14834,5,False
4335,14835,5,False
4338,14838,5,False
4340,14840,5,False
4341,14841,5,False
4346,14846,5,False
4349,14849,5,False
4350,14850,5,False
4351,14851,5,False
4355,14855,5,False
4357,14857,5,False
4358,14858,5,False
4359,14859,5,False
4360,14860,5,False
4361,14861,5,False
4362,14862,5,False
4364,14864,5,False
4365,14865,5,False
4369,14869,5,False
4370,14870,5,False
4375,14875,5,False
4376,14876,5,False
4380,14880,5,False
4382,14882,5,False
4385,14885,5,False
4387,14887,5,False
4388,14888,5,False
4389,14889,5,False
4391,14891,5,False
4393,14893,5,False
4394,14894,5,False
4395,14895,5,False
4396,14896,5,False
4397,14897,5,False
4398,14898,5,False
4401,14901,5,False
4404,14904,5,False
4406,14906,5,False
4407,14907,5,False
4408,14908,5,False
4409,14909,5,False
4410,14910,5,False
4411,14911,5,False
4412,14912,5,False
4414,14914,5,False
4416,14916,5,False
4420,14920,5,False
4421,14921,5,False
4423,14923,5,False
4426,14926,5,False
4428,14928,5,False
4434,14934,5,False
4435,14935,5,False
4438,14938,5,False
4439,14939,5,False
4441,14941,5,False
4444,14944,5,False
4445,14945,5,False
4447,14947,5,False
4449,14949,5,False
4451,14951,5,False
4454,14954,5,False
4455,14955,5,False
4456,14956,5,False
4459,14959,5,False
4462,14962,5,False
4464,14964,5,False
4466,14966,5,False
4467,14967,5,False
4468,14968,5,False
4470,14970,5,False
4477,14977,5,False
4479,14979,5,False
4484,14984,5,False
4485,14985,5,False
4491,14991,5,False
4496,14996,5,False
4497,14997,5,False
