index_id,candidate_id,confidence_score,need_judge
1, 10501, 5, False
4, 10504, 5, False
5, 10505, 5, False
11, 10511, 5, False
12, 10512, 5, False
14, 10514, 5, False
20, 10520, 5, False
22, 10522, 5, False
28, 10528, 5, False
37, 10537, 5, False
39, 10539, 5, False
42, 10542, 5, False
45, 10545, 5, False
56, 10556, 5, False
60, None, 1, True
72, 10572, 5, False
88, 10588, 5, False
90, 10590, 5, False
91, 10591, 5, False
93, 10593, 5, False
102, 10602, 5, False
105, 10605, 5, False
113, 10613, 5, False
116, 10616, 5, False
124, 10624, 5, False
127, 10627, 5, False
128, 10628, 5, False
129, 10629, 5, False
130, 10630, 5, False
139, 10639, 5, False
151, 10651, 5, False
153, 10653, 5, False
164, 10664, 5, False
170, 10670, 5, False
171, 10671, 5, False
172, 10672, 5, False
174, 10674, 3, True
175, 10675, 5, False
181, 10681, 5, False
187, 10687, 5, False
193, 10693, 5, False
200, 10700, 5, False
201, 10701, 5, False
204, 10704, 5, False
212, 10712, 5, False
213, 10713, 5, False
217, 10717, 5, False
219, 10719, 5, False
221, 10721, 5, False
225, 10725, 5, False
231, 10731, 5, False
238, 10738, 5, False
242, 10742, 5, False
250, None, 1, True
255, 10755, 5, False
257, 10757, 5, False
259, 10759, 5, False
264, 10764, 5, False
269, 10769, 5, False
273, 10773, 5, False
276, 10776, 5, False
277, None, 1, True
279, 10779, 5, False
283, 10783, 5, False
284, 10784, 5, False
286, 10786, 5, False
293, 10793, 5, False
296, 10796, 5, False
301, 10801, 5, False
302, 10802, 5, False
303, 10803, 5, False
306, 10806, 5, False
308, 10808, 5, False
318, 10818, 5, False
321, 10821, 5, False
323, 10823, 5, False
326, 10826, 5, False
327, None, 1, True
331, 10831, 5, False
340, 10840, 5, False
350, 10850, 5, False
355, 10855, 5, False
363, 10863, 5, False
364, 10864, 5, False
376, 10876, 5, False
388, 10888, 5, False
395, 10895, 5, False
400, 10900, 5, False
408, None, 1, True
423, 10923, 5, False
430, None, 1, True
431, 10931, 5, False
433, 10933, 5, False
444, 10944, 5, False
447, 10947, 5, False
456, 10956, 5, False
478, 10978, 5, False
484, 10984, 5, False
485, None, 1, True
487, 10987, 5, False
499, 10999, 5, False
504, 11004, 5, False
518, None, 1, True
526, 11026, 5, False
529, 11029, 5, False
533, 11033, 5, False
534, 11034, 5, False
536, 11036, 5, False
541, 11041, 5, False
544, 11044, 5, False
545, 11045, 5, False
553, 11053, 5, False
555, 11055, 5, False
564, 11064, 5, False
565, None, 1, True
568, 11068, 5, False
571, 11071, 5, False
589, 39328, 5, False
600, 11100, 5, False
604, 11104, 5, False
606, 11106, 5, False
607, 11107, 5, False
609, 11109, 5, False
610, 11110, 5, False
622, 11122, 5, False
624, 11124, 5, False
626, 11126, 5, False
629, 11129, 5, False
635, 11135, 5, False
639, 11139, 5, False
643, 11143, 5, False
647, 11147, 5, False
650, 11150, 5, False
652, 11152, 5, False
655, 11155, 5, False
659, 11159, 5, False
663, 11163, 5, False
669, 11169, 5, False
671, 11171, 5, False
672, 11172, 5, False
673, 11173, 5, False
676, 11176, 5, False
679, 11179, 5, False
687, 11187, 5, False
688, 11188, 5, False
690, 11190, 5, False
699, 11199, 5, False
703, 11203, 5, False
704, 11204, 5, False
713, 11213, 5, False
717, 11217, 5, False
728, 11228, 5, False
732, 11232, 5, False
735, 11235, 5, False
744, 11244, 5, False
746, 11246, 5, False
747, 11247, 5, False
752, 11252, 5, False
758, 11258, 5, False
762, 11262, 5, False
765, None, 1, True
772, 11272, 5, False
778, 11278, 5, False
782, 11282, 5, False
785, None, 1, True
798, 11298, 5, False
807, 11307, 5, False
808, 11308, 5, False
809, 11309, 5, False
811, 11311, 5, False
823, 11323, 5, False
830, 11330, 5, False
831, 11331, 5, False
834, 11334, 5, False
838, 11338, 5, False
842, 11342, 5, False
844, 11344, 5, False
846, 11346, 5, False
854, 11354, 5, False
862, 11362, 5, False
866, 11366, 5, False
870, 11370, 5, False
878, 11378, 5, False
879, 11379, 5, False
882, 11382, 5, False
887, 11387, 5, False
888, 11388, 5, False
896, 11396, 5, False
897, 11397, 5, False
904, 11404, 5, False
908, 11408, 5, False
910, 11410, 5, False
911, 11411, 5, False
917, 11417, 5, False
920, 11420, 2, True
922, 11422, 5, False
924, 11424, 5, False
925, 11425, 5, False
928, 11428, 5, False
932, 11432, 5, False
936, 11436, 5, False
945, 11445, 5, False
948, 11448, 5, False
952, 11452, 5, False
959, 11459, 5, False
962, 11462, 5, False
963, 11463, 5, False
972, 11472, 5, False
975, 11475, 5, False
979, 11479, 5, False
981, None, 1, True
1001, 11501, 5, False
1002, 11502, 5, False
1005, 11505, 5, False
1033, 11533, 5, False
1038, 11538, 5, False
1040, 11540, 5, False
1046, 11546, 5, False
1056, 11556, 5, False
1058, 11558, 5, False
1062, 11562, 5, False
1073, 11573, 5, False
1077, None, 1, True
1080, 11580, 5, False
1085, None, 1, True
1101, 11601, 5, False
1105, 11605, 5, False
1109, 11609, 5, False
1117, None, 1, True
1118, 11618, 5, False
1119, 11619, 5, False
1130, 11630, 5, False
1131, 11631, 5, False
1138, 11638, 5, False
1139, None, 1, True
1141, None, 1, True
1143, 11643, 5, False
1146, 11646, 5, False
1148, 11648, 5, False
1152, 11652, 5, False
1160, 11660, 5, False
1162, 11662, 4, False
1168, 11668, 5, False
1173, None, 1, True
1174, 11674, 5, False
1175, 11675, 5, False
1179, 11679, 5, False
1181, 11681, 5, False
1183, 11683, 5, False
1188, 11688, 5, False
