2921,13421,5,False
2938,13438,5,False
2951,13451,5,False
2953,13453,5,False
2963,13463,5,False
2966,13466,5,False
2971,None,1,True
2974,13474,5,False
2989,13489,5,False
2997,13497,5,False
3003,13503,5,False
3006,13506,5,False
3009,13509,5,False
3023,13523,5,False
3026,13526,5,False
3042,13542,5,False
3043,13543,5,False
3056,13556,5,False
3057,13557,5,False
3059,13559,5,False
3065,13565,5,False
3067,13567,5,False
3068,13568,5,False
3069,13569,5,False
3075,13575,5,False
3077,13577,5,False
3083,None,1,True
3087,13587,5,False
3088,None,1,True
3093,13593,5,False
3103,13603,5,False
3112,13612,5,False
3121,13621,5,False
3123,13623,5,False
3125,13625,5,False
3145,13645,5,False
3167,13667,5,False
3173,13673,5,False
3174,None,1,True
3175,None,1,True
3189,13689,5,False
3193,13693,5,False
3194,13694,5,False
3200,13700,5,False
3203,13703,5,False
3208,13708,5,False
3213,13713,5,False
3215,None,1,True
3227,13727,5,False
3234,13734,5,False
3239,13739,5,False
3240,13740,5,False
3241,13741,5,False
3242,13742,5,False
3248,13748,5,False
3254,13754,5,False
3261,13761,5,False
3264,13764,5,False
3265,13765,5,False
3277,13777,5,False
3278,13778,5,False
3281,13781,5,False
3298,13798,5,False
3313,13813,5,False
3320,13820,5,False
3322,13822,5,False
3328,13828,5,False
3329,13829,5,False
3341,13841,5,False
3344,13844,5,False
3345,13845,5,False
3357,13857,5,False
3358,13858,5,False
3359,13859,5,False
3360,13860,5,False
3367,13867,5,False
3373,13873,5,False
3374,13874,5,False
3388,13888,5,False
3397,13897,5,False
3400,13900,5,False
3405,13905,5,False
3406,13906,5,False
3409,13909,5,False
3415,13915,5,False
3429,None,1,True
3440,13940,5,False
3452,13952,5,False
3459,13959,5,False
3460,13960,5,False
3461,None,1,True
3466,13966,5,False
3481,13981,5,False
3484,None,1,True
3491,13991,5,False
3497,13997,5,False
3502,14002,5,False
3504,14004,5,False
3517,14017,5,False
3525,14025,5,False
3530,14030,5,False
3539,14039,5,False
3541,14041,5,False
3543,14043,5,False
3546,14046,5,False
3547,14047,5,False
3549,14049,5,False
3553,14053,5,False
3555,14055,5,False
3557,14057,5,False
3560,14060,5,False
3565,14065,5,False
3572,14072,5,False
3574,14074,5,False
3579,14079,5,False
3583,14083,5,False
3601,14101,5,False
3603,14103,5,False
3613,14113,5,False
3619,14119,5,False
3622,14122,5,False
3623,14123,5,False
3624,14124,5,False
3626,14126,5,False
3636,14136,5,False
3643,14143,5,False
3646,14146,5,False
3648,14148,5,False
3651,14151,5,False
3655,14155,5,False
3656,14156,5,False
3661,14161,5,False
3663,14163,5,False
3668,14168,5,False
3671,14171,5,False
3673,14173,5,False
3681,14181,5,False
3682,14182,5,False
3683,14183,5,False
3687,None,1,True
3691,14191,5,False
3696,14196,5,False
3704,14204,5,False
3710,14210,5,False
3728,None,1,True
3729,14229,5,False
3731,14231,5,False
3740,14240,5,False
3751,14251,5,False
3761,14261,5,False
3762,14262,5,False
3765,14265,5,False
3768,14268,5,False
3769,None,1,True
3773,14273,5,False
3776,14276,5,False
3777,14277,5,False
3784,14284,5,False
3786,14286,5,False
3793,None,1,True
3796,14296,5,False
3805,14305,5,False
3807,14307,5,False
3811,14311,5,False
3813,14313,5,False
3821,14321,5,False
3824,None,1,True
3826,14326,5,False
3827,None,1,True
3828,14328,5,False
3834,None,1,True
3836,14336,5,False
3843,14343,5,False
3856,None,1,True
3858,14358,5,False
3861,14361,5,False
3863,14363,5,False
3866,14366,5,False
3874,14374,5,False
3875,14375,5,False
3880,14380,5,False
3889,None,1,True
3892,14392,5,False
3902,14402,5,False
3905,14405,5,False
3908,14408,5,False
3916,14416,5,False
3923,14423,5,False
3926,14426,5,False
3927,14427,5,False
3931,14431,5,False
3932,14432,5,False
3944,14444,5,False
3954,14454,5,False
3966,14466,5,False
3973,14473,5,False
3992,14492,5,False
4009,14509,5,False
4014,14514,5,False
4021,14521,5,False
4042,14542,5,False
4046,14546,5,False
4051,14551,5,False
4055,14555,5,False
4056,14556,5,False
4064,14564,5,False
4092,14592,5,False
4096,14596,5,False
4097,14597,5,False
4120,14620,5,False
4121,14621,5,False
4123,14623,5,False
4132,14632,5,False
4134,14634,5,False
4138,14638,5,False
4141,14641,5,False
4142,14642,5,False
4149,14649,5,False
4153,14653,5,False
4160,14660,5,False
4163,14663,5,False
4166,14666,5,False
4171,14671,5,False
4172,14672,5,False
4181,14681,5,False
4185,14685,5,False
4188,14688,5,False
4190,14690,5,False
4193,14693,5,False
4194,14694,5,False
4206,None,1,True
4212,14712,5,False
4217,14717,5,False
4218,14718,5,False
4227,14727,5,False
4231,14731,5,False
4232,14732,5,False
4234,14734,5,False
4240,14740,5,False
4241,14741,5,False
4244,14744,5,False
4265,14765,5,False
4268,14768,5,False
4273,14773,5,False
4276,14776,5,False
4281,None,1,True
4301,14801,5,False
4312,14812,5,False
4314,None,1,True
4324,14824,5,False
4336,14836,5,False
4337,14837,5,False
4339,14839,5,False
4352,14852,5,False
4354,14854,5,False
4363,None,1,True
4366,None,1,True
4368,14868,5,False
4378,None,1,True
4381,14881,5,False
4384,None,1,True
4400,14900,5,False
4413,14913,5,False
4415,14915,5,False
4417,None,1,True
4418,14918,5,False
4422,None,1,True
4424,14924,5,False
4427,14927,5,False
4430,14930,5,False
4431,14931,5,False
4433,14933,5,False
4437,14937,5,False
4440,14940,5,False
4457,14957,5,False
4458,14958,5,False
4469,14969,5,False
4474,14974,5,False
4475,14975,5,False
4478,14978,5,False
4488,14988,5,False
4490,14990,5,False
