index_name,index_id,category
FC_Biel-Bienne,460,uncertain
Manchester_United_Football_Club,461,uncertain
Turner_Broadcasting_System,462,uncertain
Al-Masry_Club,463,uncertain
Venstre_(Danemark),480,uncertain
Goldfrapp,482,uncertain
São_Paulo_Futebol_Clube,488,uncertain
Brunswick_Records,490,uncertain
Devils_du_New_Jersey,494,uncertain
Équipe_d'Argentine_de_football,505,uncertain
New_Zealand_Warriors,508,uncertain
Parti_démocratique_civique_(République_tchèque),510,uncertain
Syfy_(France),521,uncertain
Équipe_de_Suisse_olympique_de_football,532,uncertain
SPEED,537,uncertain
Valencia_CF_Mestalla,548,uncertain
Ed_Banger_Records,552,uncertain
Hockey_Club_Davos,557,uncertain
Music_Corporation_of_America,558,uncertain
Avon_Publications,563,uncertain
