index_name,index_id,category
Bachata,3372,creative_work
Misunderstanding,3375,creative_work
Ego_Trippin',3377,creative_work
Delta_blues,3385,creative_work
Human_After_All,3408,creative_work
Midnight_City,3413,creative_work
Crust_punk,3416,creative_work
Terminator_:_Les_Chroniques_de_Sarah_Connor,3417,creative_work
The_Sweet_Escape_(chanson),3424,creative_work
I'm_So_Glad,3425,creative_work
Smash_(album_de_Martin_Solveig),3432,creative_work
La_Rage_au_ventre_(bande_originale),3437,creative_work
D-beat,3442,creative_work
Heathen_Chemistry,3447,creative_work
Twelve_Deadly_Cyns,3449,creative_work
Bitpop,3450,creative_work
Synthpunk,3451,creative_work
Not_Fade_Away,3453,creative_work
Avant_que_l'ombre..._(album),3455,creative_work
Oops!..._I_Did_It_Again_(chanson),3456,creative_work
