index_name,index_id,category
Mark_Streit,3629,Person
Sergio_Pizzorno,3634,Person
Horace_Smith-Dorrien,3638,Person
Alphonse_de_Bourbon-Siciles_(1901-1964),3642,Person
Michel_Guimond,3644,Person
Rob_Zepp,3645,Person
Taj_Mahal_(musicien),3652,Person
Gérald_de_Palmas,3653,Person
Roland_Michener,3654,Person
Blanche_d'Artois,3657,Person
John_C._Spencer,3658,Person
Jessie_J,3659,Person
Chea_Sim,3665,Person
Robert_Smith_(musicien),3666,Person
René_Lévesque,3669,Person
Christopher_Higgins_(hockey_sur_glace),3676,Person
Greg_Rusedski,3679,Person
Élizabeth_Ryksa,3680,Person
Louise_d'Orléans_(1812-1850),3684,Person
Hendrik_Verwoerd,3685,Person
