index_name,index_id,category
Élection_présidentielle_américaine_de_2008,1746,event
Supercoupe_d'Espagne_de_football_2012,1772,event
STS-92,1855,event
Copa_Libertadores_1961,1867,event
Championnat_de_France_de_football_féminin,1880,event
Copa_Libertadores_1965,1894,event
STS-97,1923,event
Championnat_de_France_de_football_2007-2008,1946,event
Championnat_de_Roumanie_de_football,1951,event
Championnat_de_Chypre_de_football,1975,event
Championnat_d'Angleterre_de_football_D4,2006,event
Championnat_du_Portugal_de_football,2022,event
Championnat_de_Hongrie_de_football,2042,event
Coupe_de_France_de_football_2011-2012,2113,event
STS-107,2158,event
Soyouz_10,2163,event
Jeux_olympiques_d'hiver_de_2014,2187,event
Championnat_de_France_de_football_2006-2007,2196,event
Guerre_d'Afghanistan_(2001-2014),2270,event
STS-42,2276,event
