index_name,index_id,category
Philip_Mountbatten,3178,Person
George_Ier_(roi_de_Grande-Bretagne),3180,Person
Robert_Louis_Stevenson,3186,Person
Alberto_Fujimori,3188,Person
Zach_Hamill,3190,Person
Thomas_Dehler,3195,Person
Mariann_Fischer_Boel,3198,Person
BoA,3199,Person
William_M._Evarts,3201,Person
Jean_Ier_d'Aragon,3204,Person
Andrea_Nahles,3205,Person
Jackie_Wilson,3209,Person
Joséphine-Charlotte_de_Belgique,3217,Person
Michael_Gove,3220,Person
Mike_Rann,3221,Person
Kerry_King,3222,Person
Lenny_Kravitz,3224,Person
Josip_Broz_Tito,3225,Person
Marie-Jeanne-Baptiste_de_Savoie,3230,Person
Hervé_Mariton,3232,Person
