index_name,index_id,category
Bridge_Burning,3182,creative_work
Outrageous,3184,creative_work
Walk_Right_Now,3187,creative_work
Reggaetón,3191,creative_work
Amaryllis_(album),3210,creative_work
Quadrophenia_(album),3211,creative_work
Game_Boy_Color,3212,creative_work
Candy_Shop_(chanson_de_50_Cent),3216,creative_work
Addicted_to_Pain,3218,creative_work
Nothing_Else_Matters,3219,creative_work
Super_Smash_Bros._(série),3231,creative_work
Origin_of_Symmetry,3233,creative_work
Union_of_the_Snake,3236,creative_work
Pop_(musique),3237,creative_work
Volkswagen_Golf_VI,3252,creative_work
Rock_and_Roll_Over,3256,creative_work
The_Masterplan,3260,creative_work
XO_(chanson_de_Beyoncé),3267,creative_work
I_Feel_So,3274,creative_work
Funeral,3276,creative_work
