index_name,index_id,category
Giordano_Bruno,3380,Person
Murray_Rankin,3381,Person
Aleksandr_Siomine,3382,Person
Marie_Leszczynska,3383,Person
Nick_Mason,3384,Person
Pierre_Thuot,3386,Person
Wang_Jingwei,3387,Person
Clémentine_de_Belgique,3390,Person
Pak_Pong-ju,3391,Person
Luigi_Traglia,3392,Person
Shane_Doan,3393,Person
Alphonse_VI_(roi_de_Portugal),3394,Person
Matsukata_Masayoshi,3395,Person
Martin_L._Gore,3398,Person
Marie-Christine_de_Bourbon-Siciles_(1877-1947),3399,Person
István_Tisza,3402,Person
Philippe_Boucher_(hockey_sur_glace),3403,Person
Benny_Benassi,3404,Person
Benny_Andersson,3410,Person
Yves_Guéna,3411,Person
