index_name,index_id,category
Laval_(Mayenne),1545,place
Saint-Raphaël_(Québec),1546,place
Glendale_(Californie),1548,place
La_Nouvelle-Beauce,1551,place
Santiago,1554,place
Villeneuve_(Vaud),1558,place
Lac-Jacques-Cartier,1569,place
Comté_de_Sunbury,1570,place
Pont-Rouge,1571,place
Scorpion_(constellation),1575,place
Saint-Narcisse,1576,place
Baie-Comeau,1578,place
Bourget_(circonscription_provinciale),1579,place
Frioul-Vénétie_julienne,1588,place
Saint-Laurent-de-l'Île-d'Orléans,1589,place
Cambrai,1592,place
Borduas,1597,place
Liaoning,1600,place
Saint-Barnabé_(Québec),1608,place
Menznau,1610,place
