index_name,index_id,category
Billy_Talent,826,uncertain
K_Saint-Trond_VV,847,uncertain
Wigan_Athletic_Football_Club,848,uncertain
Nervo,855,uncertain
Futebol_Clube_do_Porto,863,uncertain
PSV_Eindhoven,864,uncertain
Al-Hilal_Football_Club,877,uncertain
Président_d'Islande,880,uncertain
Dynastie_Vasa,884,uncertain
Warriors_de_Golden_State,889,uncertain
Komets_de_Fort_Wayne,895,uncertain
London_Grammar,903,uncertain
Golden_Seals_de_la_Californie,909,uncertain
United_States_Armed_Forces,914,uncertain
Sivasspor,916,uncertain
Maroons_de_Montréal,918,uncertain
Scooter_(groupe),921,uncertain
Parti_des_travailleurs_du_Kurdistan,923,uncertain
Premier_ministre_de_Suède,927,uncertain
Reprise_Records,929,uncertain
