index_name,index_id,category
Valeri_Ivanovitch_Tokarev,2017,Person
Menahem_Begin,2027,Person
Morihiro_Hosokawa,2028,Person
Jaak_Aaviksoo,2037,Person
Ján_Figeľ,2041,Person
Alan_Bean,2044,Person
George_Sullivan,2045,Person
Marc_Bazin,2049,Person
Chris_Hadfield,2050,Person
Ramon_John_Hnatyshyn,2056,Person
Lawrence_Kasdan,2060,Person
Martin_Ručínský,2063,Person
Nicolas_Machiavel,2065,Person
Ulla_Tørnæs,2073,Person
Karel_Schwarzenberg,2074,Person
John_Fogerty,2075,Person
Porfirio_Díaz,2077,Person
Yvon_Delbos,2081,Person
Bernard_Sumner,2082,Person
Derek_Warwick,2083,Person
