index_name,index_id,category
Frédéric_III_(empereur_des_Romains),310,Person
George_Forbes,311,Person
Francesco_Cossiga,319,Person
Jean-de-Dieu_Soult,320,Person
Fernando_de_la_Rúa,322,Person
Nile_Rodgers,325,Person
John_Torchetti,328,Person
G._William_Miller,333,Person
Óscar_Carmona,334,Person
John_Churchill_(1er_duc_de_Marlborough),339,Person
Udo_Dirkschneider,345,Person
Yang_Shangkun,348,Person
Everlast,353,Person
Chuck_Berry,356,Person
Li_Yuanhong,359,Person
Vinnie_Paz,361,Person
Takeo_Fukuda,362,Person
Justin_Williams,366,Person
Jon_Tester,369,Person
Desi_Bouterse,370,Person
