index_name,index_id,category
Gênes,1713,place
La_Jacques-Cartier,1739,place
Mümliswil-Ramiswil,1740,place
Moldavie,1742,place
San_Francisco,1743,place
Lac-Supérieur,1763,place
Blainville_(Québec),1767,place
Missouri_(État),1769,place
Amersfoort,1788,place
Locarno,1794,place
Bouvier_(constellation),1801,place
Pirkanmaa,1802,place
Pérouse,1807,place
Verdun_(Montréal),1813,place
Grèce,1815,place
Chavornay_(Vaud),1817,place
Vestlandet,1823,place
Alleyn-et-Cawood,1827,place
Lac-Brome,1829,place
Lac-au-Saumon,1833,place
