index_name,index_id,category
Val_d'Aran,2830,place
Comté_de_Kildare,2835,place
Université_Harvard,2841,place
Paroisse_de_Drummond,2849,place
Vorselaar,2853,place
L'Isle_(Vaud),2873,place
Détroit_(Michigan),2877,place
Université_Corvinus_de_Budapest,2879,place
Territoire_de_la_capitale_australienne,2883,place
Lac_Ontario,2887,place
Montpreveyres,2888,place
Catanzaro,2910,place
Slovaquie,2913,place
Binnenmaas,2915,place
Saint-Gabriel-de-Brandon,2934,place
Lac-Mégantic,2936,place
Saint-Hyacinthe,2937,place
Saint-Donat_(La_Mitis),2943,place
Duché_de_Milan,2944,place
Berchem-Sainte-Agathe,2948,place
