index_name,index_id,category
Expédition_46_(ISS),8,event
Élections_législatives_grecques_de_juin_2012,44,event
Championnat_de_Grèce_de_football_2013-2014,63,event
Coupe_des_clubs_champions_européens_1956-1957,86,event
STS-90,94,event
Guerre_d'indépendance_du_Mexique,123,event
Coupe_de_la_Ligue_française_de_football_2005-2006,147,event
Guerre_d'Afghanistan_(1979-1989),168,event
STS-80,275,event
Coupe_du_monde_des_clubs_de_la_FIFA,289,event
Apollo_8,329,event
Ligue_des_champions_de_la_CAF,336,event
Coupe_de_la_Ligue_anglaise_de_football_2014-2015,380,event
SummerSlam_(2014),398,event
Championnat_d'Algérie_de_football_D2_2014-2015,409,event
Expédition_31_(ISS),479,event
Élections_législatives_grecques_de_septembre_2015,512,event
Guerre_anglo-américaine_de_1812,572,event
Championnat_de_Belgique_de_football_D3,596,event
Coupe_de_la_Ligue_française_de_football_2012-2013,597,event
