index_name,index_id,category
Sainte-Agathe-de-Lotbinière,1916,place
Geel,1919,place
Saint-Anaclet-de-Lessard,1921,place
Saint-Mathias-sur-Richelieu,1922,place
Saint-Germain_(Québec),1925,place
Oshawa,1937,place
Bristol_(Angleterre),1940,place
Guipuscoa,1947,place
Whitehorse,1955,place
Vega_de_San_Mateo,1958,place
Principauté_d'Ibérie,1962,place
Saint-Aubert_(Québec),1970,place
Roanne,1973,place
Université_de_Marbourg,1974,place
Océanie,1986,place
Vrije_Universiteit_Brussel,1987,place
Salé,2016,place
Dudswell_(Québec),2018,place
Université_de_Melbourne,2019,place
Granville,2023,place
