index_name,index_id,category
Turning_Point_(2009),3698,event
STS-128,3705,event
Guerre_des_mahdistes,3719,event
Élections_législatives_grecques_de_janvier_2015,3755,event
Exposition_spécialisée_de_2012,3846,event
Championnat_de_République_tchèque_de_football,3893,event
Ligue_des_champions_de_la_CONCACAF,3985,event
STS-79,3997,event
Expédition_14_(ISS),4037,event
STS-71,4053,event
Phase_finale_de_la_Ligue_Europa_2011-2012,4068,event
STS-47,4073,event
Soyouz_TMA-01M,4082,event
Championnat_d'Espagne_de_football_D3,4111,event
Hardcore_Justice,4129,event
Coupe_de_France_de_football_2007-2008,4140,event
Révolution_française,4196,event
Currie_Cup,4250,event
ECW_Heat_Wave,4327,event
