index_name,index_id,category
Fantasy_Records,3880,uncertain
Parti_québécois,3889,uncertain
Newcastle_Falcons,3892,uncertain
Nighthawks_de_New_Haven,3902,uncertain
Supertramp,3905,uncertain
Tappara,3908,uncertain
Roadrunner_Records,3916,uncertain
Ittihad_FC_(Djeddah),3923,uncertain
Telemundo,3926,uncertain
One_Direction,3927,uncertain
Firebirds_de_Philadelphie,3931,uncertain
Central_Coast_Mariners_Football_Club,3932,uncertain
Guangzhou_Evergrande,3944,uncertain
Queens_Park_Rangers_Football_Club,3954,uncertain
Lynyrd_Skynyrd,3966,uncertain
Président_de_la_République_des_Fidji,3973,uncertain
West_Bromwich_Albion_Football_Club,3992,uncertain
Turner_Network_Television,4009,uncertain
Parrot_Records,4014,uncertain
Chambre_des_communes_du_Canada,4021,uncertain
