index_name,index_id,category
Gentle_Words,3695,creative_work
Rap_East_Coast,3699,creative_work
Shallow_Be_Thy_Game,3701,creative_work
Les_Vengeurs,3706,creative_work
Pink_Friday:_Roman_Reloaded,3718,creative_work
Slip_Kid,3724,creative_work
Tunnel_Vision,3727,creative_work
Fortress_(album_d'Alter_Bridge),3732,creative_work
Skyfall,3736,creative_work
Rock_néo-progressif,3737,creative_work
Some_Hearts,3743,creative_work
Ordinary_World,3752,creative_work
Led_Zeppelin_III,3758,creative_work
Citroën_C-Elysée,3760,creative_work
Speed_metal,3763,creative_work
"Glee:_The_Music,_Volume_1",3767,creative_work
"The_Mark,_Tom,_and_Travis_Show_(The_Enema_Strikes_Back!)",3772,creative_work
A_Winter's_Tale,3780,creative_work
Double_(chanson),3781,creative_work
Ambient,3782,creative_work
