index_name,index_id,category
Pipestone_(Manitoba),1191,place
Ormstown,1197,place
Rumst,1204,place
Villmergen,1207,place
Moselle_(département),1209,place
Irak,1219,place
Communauté_de_l'agglomération_havraise,1221,place
Châteauguay_(circonscription_provinciale),1222,place
Calabasas,1230,place
Le_Granit,1231,place
Oklahoma,1250,place
Connecticut,1256,place
Van_Nuys,1261,place
Saint-Paul-de-Montminy,1287,place
Campestre_do_Menino_Deus,1290,place
Université_catholique_de_Louvain_(depuis_1968),1296,place
Nancy,1300,place
Bottens,1310,place
Kragujevac,1312,place
Saint-Zénon,1315,place
