index_name,index_id,category
Championnat_de_Suisse_de_football_D2,1169,event
Coupe_de_la_Ligue_anglaise_de_football_2012-2013,1217,event
STS-75,1224,event
WCW_Spring_Stampede,1242,event
TNA_Victory_Road,1270,event
Coupe_de_la_Ligue_française_de_football_2014-2015,1280,event
Coupe_du_monde_de_football_de_1990,1344,event
Exposition_universelle_de_1967,1368,event
Championnat_d'Angleterre_de_football_2010-2011,1373,event
Championnat_du_Brésil_de_football_D2,1407,event
Coupe_de_la_Ligue_française_de_football_2004-2005,1438,event
Phase_finale_de_la_Ligue_Europa_2012-2013,1462,event
Championnat_d'Angleterre_de_football_D5,1529,event
Championnat_d'Écosse_de_football,1553,event
Expédition_28_(ISS),1556,event
Championnat_de_Suède_de_football,1609,event
Championnat_de_France_de_football_2011-2012,1644,event
Championnat_d'Albanie_de_football,1654,event
Championnat_du_Brésil_de_football_D3,1673,event
STS-85,1694,event
