index_name,index_id,category
Sion_(Valais),3275,place
Saint-Théophile,3282,place
Collège_de_France,3297,place
Portneuf_(ville),3303,place
Salt_Lake_City,3310,place
Îles_de_la_Société,3318,place
Nossa_Senhora_de_Lourdes,3326,place
Université_Toulouse_1_Capitole,3351,place
Mont-Laurier,3353,place
Godmanchester,3362,place
Mayenne_(département),3376,place
Rivière-Vaseuse,3378,place
Everest,3396,place
Bologne,3407,place
Université_Northwestern,3423,place
Montana,3426,place
Clos_du_Doubs,3428,place
Floride,3430,place
Phénix_(constellation),3433,place
Plovdiv,3435,place
