index_name,index_id,category
"Jon_Huntsman,_Jr.",2184,Person
Christian_II_de_Danemark,2185,Person
Stevie_Wonder,2189,Person
Caroline_de_Bade,2190,Person
Charles_Conrad,2191,Person
Justin_Hawkins,2194,Person
Michael_Chertoff,2195,Person
Petre_Roman,2198,Person
Robert_Thirsk,2201,Person
Wiz_Khalifa,2202,Person
Steve_Albini,2206,Person
The-Dream,2208,Person
Harold_Holt,2210,Person
Gabriel_Marcel,2211,Person
Jean_Lapierre_(homme_politique),2214,Person
Robert_Bacon,2215,Person
Ed_Rendell,2217,Person
Víctor_Raúl_Haya_de_la_Torre,2218,Person
Ehud_Olmert,2223,Person
Alex_Ebert,2228,Person
