index_name,index_id,category
Gaston_Eyskens,2655,Person
Honoré_de_Balzac,2656,Person
Aleksandr_Radoulov,2659,Person
Ronald_Brown,2663,Person
Stanley_Baldwin,2665,Person
John_Jones_Ross,2668,Person
Mark_Stent,2674,Person
Chet_Atkins,2675,Person
Dave_Grohl,2677,Person
Amédée_VIII_de_Savoie,2678,Person
Tupac_Shakur,2679,Person
Anne_d'Autriche_(1573-1598),2680,Person
Bryan_Fogarty,2681,Person
Bernard_Landry,2682,Person
Sean_Connery,2686,Person
Matthew_Tuck,2687,Person
Hans-Jürgen_Wischnewski,2689,Person
Gueorgui_Bliznachki,2690,Person
Pat_Quinn_(homme_politique),2692,Person
Anastasia_Mikhaïlovna_de_Russie,2693,Person
