index_name,index_id,category
Mouvement_populaire_(Roumanie),114,uncertain
Coventry_City_Football_Club,115,uncertain
Ligue_nationale_de_hockey,121,uncertain
Kashiwa_Reysol,134,uncertain
Parti_socialiste_d'Albanie,135,uncertain
Sénat_(République_tchèque),137,uncertain
The_Crusaders,149,uncertain
Union_chrétienne-démocrate_d'Allemagne,161,uncertain
HC_Pardubice,173,uncertain
Epica,178,uncertain
Le_Lombard,189,uncertain
Sony_Computer_Entertainment,192,uncertain
+44,194,uncertain
Club_Atlético_River_Plate,196,uncertain
Dark_Horse_Comics,209,uncertain
Franz_Ferdinand,210,uncertain
Anthrax_(groupe),214,uncertain
Rada_(Ukraine),215,uncertain
Esteghlal_Téhéran_Football_Club,220,uncertain
Carabiniers_à_cheval_(France),226,uncertain
