index_name,index_id,category
Le_Transporteur,3289,creative_work
Bridge_over_Troubled_Water,3293,creative_work
Math_rock,3299,creative_work
Firth_of_Fifth,3302,creative_work
Long_Tall_Sally,3304,creative_work
Rio_(album),3305,creative_work
Magic_(chanson),3307,creative_work
Breakbeat_hardcore,3314,creative_work
Everything_Counts,3315,creative_work
Milk_and_Honey_(album),3319,creative_work
Billie_Jean,3321,creative_work
Secret_(album_de_Kumi_Koda),3325,creative_work
Saison_13_de_South_Park,3327,creative_work
Jay_Garrick,3338,creative_work
Seventeen_Seconds,3342,creative_work
Grand_Theft_Auto,3346,creative_work
Joker_(comics),3348,creative_work
United_Abominations,3354,creative_work
Basket_Case,3369,creative_work
Blur_(album),3371,creative_work
