index_name,index_id,category
I'm_a_Loser,1160,creative_work
Born_This_Way,1162,creative_work
Living_Things_(album),1168,creative_work
Substance_(album),1173,creative_work
OK_Computer,1174,creative_work
Unplugged_(album_d'Alicia_Keys),1175,creative_work
Hey_You_(chanson_de_Pink_Floyd),1179,creative_work
What's_My_Age_Again%3F,1181,creative_work
Mixed_Up,1183,creative_work
Vol._2..._Hard_Knock_Life,1188,creative_work
Taking_Chances_(album),1189,creative_work
Mentalist,1195,creative_work
The_Day_That_Never_Comes,1210,creative_work
Saison_5_des_Simpson,1211,creative_work
Unbroken_(album),1226,creative_work
Dig_It,1228,creative_work
Liberty_(album),1232,creative_work
Saison_17_de_South_Park,1234,creative_work
Candy_and_a_Currant_Bun,1239,creative_work
Automatisch,1243,creative_work
