index_name,index_id,category
Saint-Joseph-de-Coleraine,0,place
Grue_(constellation),16,place
Saint-Frédéric,18,place
Université_d'État_de_Pennsylvanie,29,place
Möriken-Wildegg,30,place
Îles_Mariannes_du_Nord,34,place
Arrondissement_de_Saint-Denis_(Seine-Saint-Denis),35,place
Lac-Ministuk,36,place
Audenarde,43,place
Halmstad,50,place
Sainte-Florence_(Québec),51,place
Royaumes_francs,64,place
Le_Mans,65,place
Bailliage_de_Guernesey,69,place
Durbuy,75,place
Pô,80,place
Saint-Stanislas_(Les_Chenaux),92,place
Saint-Michel_(Québec),95,place
Assens_(Vaud),103,place
Royaume_de_Bohême,109,place
