index_name,index_id,category
Colchester_United_Football_Club,4163,uncertain
Space_(chaîne_de_télévision),4166,uncertain
Modern_Records,4171,uncertain
Grasshopper_Club_Zurich,4172,uncertain
Parti_démocrate_d'Albanie,4181,uncertain
Ministère_des_Affaires_étrangères_(Tunisie),4185,uncertain
Équipe_de_Côte_d'Ivoire_de_football,4188,uncertain
The_Doors,4190,uncertain
Timbers_de_Portland_(MLS),4193,uncertain
Premier_ministre_de_Croatie,4194,uncertain
Oldham_Athletic_Association_Football_Club,4206,uncertain
Novare_Calcio,4212,uncertain
Équipe_du_Gabon_de_football,4217,uncertain
Thoroughblades_du_Kentucky,4218,uncertain
Bad_Boy_Records,4227,uncertain
The_Isley_Brothers,4231,uncertain
Doxa_Katokopias,4232,uncertain
Club_Atlético_Osasuna,4234,uncertain
Marvel_Comics,4240,uncertain
Moloko,4241,uncertain
