index_name,index_id,category
Lahti,344,place
Mercier_(circonscription_provinciale),346,place
Grandes-Piles,347,place
Ienisseï,349,place
Languedoc-Roussillon,360,place
Seine-Saint-Denis,365,place
Murcie,367,place
Limousin,368,place
Nouvelle-Calédonie,378,place
Saint-Cléophas,387,place
Cleveland_(Québec),390,place
Bordeaux_Métropole,392,place
Université_de_Princeton,393,place
Osijek,394,place
Deuxième_République_de_Hongrie,396,place
Hongrie,399,place
Forel_(Lavaux),403,place
Congo_belge,405,place
Turnhout,414,place
Othmarsingen,415,place
