index_name,index_id,category
Saint-Martin_(Québec),4297,place
Université_de_Barcelone,4307,place
Voïvodie_de_Mazovie,4311,place
Sainte-Anne-du-Sault,4313,place
Sainte-Émélie-de-l'Énergie,4333,place
Pyrénées-Atlantiques,4342,place
Dearborn,4347,place
Stuttgart,4348,place
Potton,4367,place
Saint-Raymond,4371,place
Communauté_de_Madrid,4372,place
Saipan,4373,place
Newmarket_(Ontario),4377,place
Bellach,4383,place
Saint-André-du-Lac-Saint-Jean,4386,place
Aragon_(communauté_autonome),4403,place
Gembloux,4419,place
Montmagny_(Québec),4425,place
Octant,4432,place
Saint-Louis-de-Gonzague_(Beauharnois-Salaberry),4443,place
