index_name,index_id,category
The_GO,1177,uncertain
Union_Bordeaux_Bègles,1180,uncertain
Ell_et_Nikki,1184,uncertain
Club_sportif_Sedan_Ardennes,1185,uncertain
Thunder_de_Wichita,1198,uncertain
Epic_Records,1202,uncertain
Initiative_pour_la_Catalogne_Verts,1205,uncertain
Dark_Horse_Records,1208,uncertain
Centre_démocrate_humaniste,1213,uncertain
Universal_Music_Group_Nashville,1216,uncertain
Ministère_des_Affaires_étrangères_(Roumanie),1225,uncertain
Biffy_Clyro,1235,uncertain
Équipe_d'Azerbaïdjan_de_football,1252,uncertain
Nickelback,1255,uncertain
Accept_(groupe),1258,uncertain
Parlement_d'Australie,1266,uncertain
Perth_Glory_Football_Club,1272,uncertain
Internationale_socialiste,1274,uncertain
Club_Atlético_Peñarol,1277,uncertain
Parti_révolutionnaire_institutionnel,1284,uncertain
