index_name,index_id,category
Mont_Blanc,3984,place
Université_de_Californie,3991,place
Sainte-Germaine-Boulé,3993,place
Comté_d'Östergötland,4008,place
Université_de_Copenhague,4011,place
Pointe-à-la-Croix,4017,place
Hollywood,4024,place
Épernay,4033,place
Bari,4035,place
Drôme_(département),4043,place
Mercier–Hochelaga-Maisonneuve,4044,place
République_socialiste_de_Serbie,4052,place
University_College_Dublin,4057,place
Umeå,4060,place
Huntingdon_(circonscription_provinciale),4062,place
Raj_britannique,4065,place
Esneux,4067,place
Sainte-Sophie-de-Lévrard,4070,place
Université_de_Pittsburgh,4076,place
Boischatel,4078,place
