index_name,index_id,category
Argentine,754,place
Corée_du_Nord,764,place
Dupuy_(Québec),773,place
Serpent_(constellation),784,place
Épinay-sur-Seine,786,place
Val-Morin,788,place
État_d'Hyderabad,791,place
Les_Sources,796,place
Arrondissement_de_Saint-Lô,804,place
Gouin_(circonscription_provinciale),822,place
Bedford_(municipalité_de_canton),833,place
L'Épiphanie_(paroisse),836,place
Thunder_Bay_(Ontario),839,place
IJssel,843,place
Nouméa,851,place
Los_Angeles,856,place
Hornussen_(Argovie),859,place
Savièse,871,place
Université_d'Ottawa,874,place
Saint-Denis_(Seine-Saint-Denis),875,place
