index_name,index_id,category
Nothing_in_My_Way,2590,creative_work
All_The_Way..._A_Decade_of_Song,2596,creative_work
Francoprovençal,2597,creative_work
From_the_Muddy_Banks_of_the_Wishkah,2600,creative_work
Now_I'm_Here,2617,creative_work
Horrorcore,2619,creative_work
Dejavu,2620,creative_work
Infinity_on_High,2622,creative_work
Pump_(album),2627,creative_work
Google_Chrome,2632,creative_work
At_Last_(chanson),2633,creative_work
We_Are_the_Champions,2634,creative_work
Windows_XP,2637,creative_work
New_age_(musique),2638,creative_work
Antichrist_Superstar,2640,creative_work
The_Rise_and_Fall_of_Ziggy_Stardust_and_the_Spiders_from_Mars,2648,creative_work
Présidents_de_la_Tchécoslovaquie,2649,creative_work
Don't_Lie,2651,creative_work
Destroyer_(album),2653,creative_work
Facelift,2654,creative_work
