index_name,index_id,category
Barbara_Gordon,1244,creative_work
Skyscraper,1247,creative_work
Diamonds_and_Pearls,1251,creative_work
One_of_the_Boys_(album_de_Katy_Perry),1253,creative_work
Windows_Phone,1254,creative_work
Fascination_Street,1264,creative_work
Anytime,1269,creative_work
The_Name_of_the_Game,1271,creative_work
Mutter_(album),1275,creative_work
Pop_rock,1278,creative_work
What_Is_Life,1293,creative_work
The_Meaning_of_Peace,1297,creative_work
Magical_Mystery_Tour_(album),1304,creative_work
Just_(chanson),1305,creative_work
Beat_It,1306,creative_work
Oops!..._I_Did_It_Again,1307,creative_work
Falling_into_Infinity,1311,creative_work
Kick-Ass_(film),1317,creative_work
Down_in_a_Hole,1321,creative_work
Early_hardcore,1328,creative_work
