index_name,index_id,category
Alfred_et_Plantagenet,4079,place
Padoue_(Québec),4080,place
Espoo,4083,place
Saint-Damien,4085,place
Rossinière,4086,place
Lacolle,4094,place
Rennes,4095,place
Lengwil,4101,place
Sainte-Ursule,4102,place
Kirkland_(Québec),4103,place
Itararé_(Santa_Maria),4112,place
Duché_de_Parme_et_de_Plaisance,4114,place
Anvers,4117,place
Cantley,4125,place
Côte-des-Neiges–Notre-Dame-de-Grâce,4127,place
Carolina_(Santa_Maria),4139,place
Saint-Pacôme,4147,place
Université_catholique_pontificale_du_Pérou,4148,place
Basse-Normandie,4151,place
Krypton_(comics),4152,place
