index_name,index_id,category
Land_of_a_Thousand_Dances,1956,creative_work
Lion_Heart,1960,creative_work
I_Don't_Want_to_Spoil_the_Party,1964,creative_work
Road_Trippin',1971,creative_work
Wonder_Woman,1984,creative_work
Volvo_S60,1988,creative_work
Yo-kai_Watch,1989,creative_work
The_End_(album_de_Mika_Nakashima),1990,creative_work
Allemand,1998,creative_work
D12_World,2010,creative_work
Emo,2011,creative_work
The_Doors_(album),2014,creative_work
Rock_gothique,2015,creative_work
Purpose,2021,creative_work
Dare_(chanson),2026,creative_work
La_Roux_(album),2029,creative_work
Renault_Latitude,2033,creative_work
Dick_Grayson,2036,creative_work
Boogie-woogie_(musique),2039,creative_work
Medusa_(album_d'Annie_Lennox),2047,creative_work
