index_name,index_id,category
Luleå,2441,place
Sutton_(Québec),2442,place
Brienz_(Berne),2443,place
Comté_de_Galway,2447,place
Mer_Égée,2449,place
Marche_de_Brandebourg,2456,place
Notre-Dame-de-Grâce_(circonscription_provinciale),2471,place
Oiseau_de_paradis_(constellation),2478,place
Grand-duché_de_Finlande,2482,place
Arrondissement_de_Reims,2485,place
Système_ibérique,2487,place
New_York,2495,place
Loiret_(département),2500,place
Bombay,2501,place
Donneloye,2505,place
Université_Cheikh-Anta-Diop,2506,place
Vaucluse_(département),2509,place
Lot_(rivière),2512,place
Ebnat-Kappel,2516,place
Saint-Julien_(Québec),2517,place
