index_name,index_id,category
Dominique_Strauss-Kahn,2694,Person
Rick_Nowels,2699,Person
Chad_Smith,2701,Person
Enrico_Fermi,2702,Person
Jozias_van_Aartsen,2703,Person
Charles_II_(duc_de_Parme),2704,Person
Richard_Lintner,2710,Person
William_P._Rogers,2712,Person
Jacques_Plante_(hockey_sur_glace),2715,Person
Pierre_Moreau_(homme_politique),2718,Person
Hans_Krebs,2719,Person
Tsutomu_Hata,2722,Person
Zhang_Dejiang,2724,Person
Marc_Lavoine,2727,Person
Wojciech_Jaruzelski,2728,Person
Giuseppe_Pella,2732,Person
Jean-Pierre_Serre,2737,Person
Kenny_Burrell,2740,Person
J._H._C._Whitehead,2745,Person
Thomas_E._Donilon,2746,Person
