index_name,index_id,category
Montpellier_Méditerranée_Métropole,2258,place
Épendes_(Vaud),2259,place
Amérique,2267,place
Tournai,2273,place
Université_de_Liège,2285,place
Rivière-du-Loup,2290,place
Baloutchistan_(Pakistan),2291,place
Saint-Casimir,2292,place
Saint-Évariste-de-Forsyth,2295,place
Lima,2297,place
Studio_City,2300,place
Columbia_(fleuve),2304,place
Lac-Marguerite,2309,place
Hébertville,2313,place
Pays-Bas_autrichiens,2314,place
Arrondissement_de_Perpignan,2317,place
Clamart,2331,place
Zwijndrecht_(Pays-Bas),2332,place
Anjou–Louis-Riel,2334,place
Bordeaux,2338,place
