index_name,index_id,category
This_Is_the_Last_Time,102,creative_work
Thrashcore,105,creative_work
Cry_of_Achilles,113,creative_work
The_Last_Time,116,creative_work
Black_Cherry,124,creative_work
A_Momentary_Lapse_of_Reason,127,creative_work
This_Picture,128,creative_work
MTV_Unplugged_(EP_de_Mariah_Carey),129,creative_work
Pet_Sounds,130,creative_work
The_Lazy_Song,139,creative_work
Erotica_(album),151,creative_work
Prism_(album_de_Katy_Perry),153,creative_work
Animals_(album),164,creative_work
Enema_of_the_State,170,creative_work
Hustlin',171,creative_work
Real_Love_(chanson_des_Beatles),172,creative_work
Reload_(album),174,creative_work
I_Feel_You,175,creative_work
Syriaque,181,creative_work
Post-disco,187,creative_work
