index_name,index_id,category
Cap_oriental,2130,place
Institut_d'études_politiques_de_Lyon,2146,place
Oslo,2152,place
Lenzbourg,2156,place
Zimbabwe,2157,place
Saint-René-de-Matane,2161,place
Saint-Séverin_(Robert-Cliche),2172,place
Ham-Sud,2173,place
Arrondissement_de_Tarbes,2178,place
Charouine,2186,place
Saint-Gilles-Waes,2188,place
Salvador_(Bahia),2199,place
Mountain_View_(Californie),2203,place
Porto,2204,place
Honshū,2207,place
Lac-Pikauba,2220,place
Université_du_Québec_à_Montréal,2225,place
Västerås,2235,place
Rivière-Nouvelle,2251,place
Kaisten,2252,place
