index_name,index_id,category
Antoine-Labelle,111,place
Granges_(Soleure),112,place
Reuss,117,place
Vanha_Munkkiniemi,125,place
Université_du_Nebraska_à_Lincoln,126,place
Nicaragua,131,place
Université_de_New_York,145,place
Poitou-Charentes,154,place
Mikkeli,160,place
Ohio_(rivière),176,place
Languedoc-Roussillon-Midi-Pyrénées,177,place
Salerne,179,place
Saint-Liboire,190,place
Montreux,191,place
Université_du_Kansas,195,place
Hägglingen,197,place
Dorval,202,place
Nakhla,222,place
Notre-Dame-des-Prairies,223,place
Shannon_(Québec),228,place
