index_name,index_id,category
Didier_Reynders,2933,Person
Jack_Endino,2935,Person
Neil_Young,2939,Person
Paul_Holmgren,2940,Person
Boris_Williams,2942,Person
Ernest_Hemingway,2945,Person
Charles_Ier_(empereur_d'Autriche),2949,Person
Cemil_Çiçek,2955,Person
Ludwig_Wittgenstein,2961,Person
Nick_Jonas,2965,Person
Wes_Craven,2972,Person
George_Monckton-Arundell,2978,Person
Monique_Gagnon-Tremblay,2983,Person
Bob_Hartley,2984,Person
Steve_Hackett,2986,Person
Agnès_de_France_(1260-1325),2988,Person
Euan_Murray,2991,Person
Geórgios_Papandréou_(1888-1968),2993,Person
Martin_McGuinness,3001,Person
Benny_Lévy,3004,Person
