index_name,index_id,category
Elektra_Records,1832,uncertain
Association_sportive_de_Béziers_Hérault,1834,uncertain
ASEC_Mimosas_(football),1852,uncertain
Denizlispor,1856,uncertain
The_Hollies,1861,uncertain
FC_Dinamo_Bucarest,1862,uncertain
The_Darkness_(groupe),1881,uncertain
Parti_national_paysan_chrétien_démocrate,1882,uncertain
March_Engineering,1895,uncertain
Crew_SC_de_Columbus,1899,uncertain
EPMD,1901,uncertain
Westside_Connection,1907,uncertain
Whitecaps_de_Vancouver_(MLS),1910,uncertain
Bradford_City_Association_Football_Club,1911,uncertain
DC,1928,uncertain
Cocteau_Twins,1929,uncertain
LOSC_Lille,1931,uncertain
Heart_of_Midlothian_Football_Club,1934,uncertain
OFI_Crète,1939,uncertain
Casablanca_Records,1941,uncertain
