index_name,index_id,category
Children_of_Bodom,3065,uncertain
FC_Ingolstadt_04,3067,uncertain
ASA_Târgu_Mureș,3068,uncertain
Appel_chrétien-démocrate,3069,uncertain
Cabinet_Helle_Thorning-Schmidt_I,3075,uncertain
Rammstein,3077,uncertain
Royal_Albert_Elisabeth_Club_de_Mons,3083,uncertain
Procol_Harum,3087,uncertain
Lausanne_Hockey_Club,3088,uncertain
Peugeot,3093,uncertain
Al-Gharafa_SC,3103,uncertain
Maroon_5,3112,uncertain
Earache_Records,3121,uncertain
Commendation_Medal,3123,uncertain
Équipe_d'Algérie_de_football,3125,uncertain
Rockstar_North,3145,uncertain
Sky_Blue_Football_Club,3167,uncertain
Ministère_fédéral_de_la_Justice_(Allemagne),3173,uncertain
Rugby_club_toulonnais,3174,uncertain
Olympique_Club_de_Khouribga,3175,uncertain
