index_name,index_id,category
Société_des_Nations,705,uncertain
Monarchie_danoise,714,uncertain
Fenerbahçe_Ülker,718,uncertain
Kaiser_Chiefs,734,uncertain
Go_Ahead_Eagles,737,uncertain
Sénat_australien,741,uncertain
Généralité_de_Catalogne,745,uncertain
Fédération_de_Norvège_de_football,748,uncertain
Europe_Écologie_Les_Verts,757,uncertain
Omonia_Nicosie,761,uncertain
Dynastie_Pahlavi,768,uncertain
Motörhead,769,uncertain
Hollando-Américains,775,uncertain
UFO_(groupe),789,uncertain
Elazığspor_Kulübü,797,uncertain
Crewe_Alexandra_Football_Club,799,uncertain
Hockey_Club_Fribourg-Gottéron,802,uncertain
Internationale_des_fédérations_anarchistes,806,uncertain
Everton_Football_Club,812,uncertain
History_(chaîne_de_télévision_américaine),815,uncertain
