index_name,index_id,category
Expédition_34_(ISS),3096,event
Coupe_du_monde_de_football_de_1962,3126,event
Coupe_du_Portugal_de_football,3183,event
Championnat_de_Finlande_de_hockey_sur_glace,3207,event
Championnat_de_France_de_football_2002-2003,3271,event
Coupe_de_la_Ligue_française_de_football_2007-2008,3279,event
Expédition_15_(ISS),3284,event
Campagne_d'Italie_(1859),3288,event
Championnat_de_Belgique_de_football_D4,3292,event
Destination_X,3312,event
Coupe_intercontinentale,3333,event
Championnat_de_Suisse_de_football_2010-2011,3389,event
Élections_générales_irlandaises_de_2011,3401,event
Apollo_7,3457,event
STS-111,3479,event
Exposition_horticole_de_1990,3526,event
Championnat_d'Espagne_de_football,3540,event
Guerre_de_Sécession,3630,event
Ouragan_Danny_(1997),3632,event
STS-122,3688,event
