index_name,index_id,category
Klaus_Kinkel,1442,Person
Pierre_Messmer,1443,Person
Mladen_Ivanić,1447,Person
Kristian_Jensen,1449,Person
Stephen_Stills,1455,Person
James_McGirr,1457,Person
Haris_Silajdžić,1459,Person
Albert_Sarraut,1466,Person
Simonetta_Sommaruga,1470,Person
MGK,1471,Person
William_Clements,1472,Person
Pedro_de_la_Rosa,1475,Person
Jeroen_Dijsselbloem,1479,Person
Pierluigi_Martini,1484,Person
Michael_López-Alegría,1486,Person
Marguerite_d'Alsace,1488,Person
Marie-Christine_d'Autriche,1492,Person
Hans-Dietrich_Genscher,1493,Person
Taishō_Tennō,1498,Person
William_Harris_Crawford,1500,Person
