index_name,index_id,category
Hard_house,4216,creative_work
New_Life,4221,creative_work
Musique_industrielle,4223,creative_work
Snow_(Hey_Oh),4225,creative_work
Reggae,4230,creative_work
Violence_of_Summer_(Love's_Taking_Over),4237,creative_work
Is_There_Anybody_Out_There%3F_The_Wall_Live_1980-81,4247,creative_work
Ayo_Technology,4253,creative_work
The_Slim_Shady_LP,4254,creative_work
Mama_(chanson),4258,creative_work
Man_on_the_Moon:The_End_of_Day,4263,creative_work
Funk_rock,4264,creative_work
Supremacy,4270,creative_work
Time_(magazine),4275,creative_work
Captain_America,4277,creative_work
Double_Vision_(chanson),4279,creative_work
Ford_Galaxy,4284,creative_work
Bringing_It_All_Back_Home,4286,creative_work
The_Way_You_Make_Me_Feel,4287,creative_work
Things_That_U_Do,4291,creative_work
