index_name,index_id,category
Discovery_(album_d'Electric_Light_Orchestra),4294,creative_work
Battlefield_(série),4298,creative_work
Hey_Stoopid,4302,creative_work
Grand_Theft_Auto:San_Andreas,4303,creative_work
Harder_to_Breathe,4304,creative_work
Entertainment_Weekly,4305,creative_work
Dreaming_Out_Loud,4309,creative_work
Spoonful,4310,creative_work
Papercut,4321,creative_work
The_Scientist,4323,creative_work
You_Don't_Know_What_to_Do,4326,creative_work
Abe_Sapien,4328,creative_work
For_Your_Entertainment,4343,creative_work
Beautiful_(chanson_d'Eminem),4344,creative_work
Loved_Me_Back_To_Life,4345,creative_work
I'll_Go_Crazy_If_I_Don't_Go_Crazy_Tonight,4353,creative_work
Mezmerize,4356,creative_work
GNOME,4374,creative_work
One_Day_Remains,4379,creative_work
Believe_(album_de_Justin_Bieber),4390,creative_work
