index_name,index_id,category
Université_de_Cologne,1448,place
Orzens,1450,place
Unterkulm,1454,place
Tsabit,1464,place
Champlain_(Québec),1467,place
Boucherville,1469,place
Ragueneau_(Québec),1478,place
Seine,1482,place
Université_Paris-Ouest-Nanterre-La-Défense,1490,place
Saint-François-de-l'Île-d'Orléans,1494,place
Canada,1495,place
Tasmanie,1499,place
Wiesbaden,1502,place
Académie_royale_militaire_de_Sandhurst,1507,place
Lac-De_La_Bidière,1510,place
Comté_de_Westchester,1517,place
La_Malbaie,1519,place
Audet_(Québec),1521,place
Sainte-Famille_(Québec),1533,place
São_João_(Santa_Maria),1542,place
